tempo,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc_delta1,mfcc_delta2,mfcc_delta3,mfcc_delta4,mfcc_delta5,mfcc_delta6,mfcc_delta7,mfcc_delta8,mfcc_delta9,mfcc_delta10,mfcc_delta11,mfcc_delta12,mfcc_delta13,mfcc_delta14,mfcc_delta15,mfcc_delta16,mfcc_delta17,mfcc_delta18,mfcc_delta19,mfcc_delta20,tonnetz1,tonnetz2,tonnetz3,tonnetz4,tonnetz5,tonnetz6,tonnetz7,tonnetz8,tonnetz9,tonnetz10,spectral_contrast1,spectral_contrast2,spectral_contrast3,spectral_contrast4,spectral_contrast5,spectral_contrast6,spectral_contrast7,spectral_contrast8,spectral_contrast9,spectral_contrast10,spectral_contrast11,spectral_contrast12,spectral_contrast13,filename_label,manele
95.703125,0.49896148,0.42606848,0.3414684,0.4372977,0.45935506,0.61197335,0.42326722,0.41878977,0.40358925,0.35895845,0.35056204,0.3421475,0.2059219,2813.553426,2844.62953,6152.485087,0.098668041,-98.637985,66.73582,9.899173,16.274593,15.380397,13.209584,6.417192,5.174679,-2.7878056,7.660738,-1.7559143,2.328109,-0.9158963,0.82746196,-6.373199,1.9285558,-2.948206,1.3288925,3.43155,10.229328,0.001262866,0.001775598,0.001543841,0.00099642,0.000539016,0.000430988,0.000365489,5.17e-05,-0.000353555,-0.000586936,-0.000617959,-0.000590905,-0.000648152,-0.000759815,-0.000734821,-0.000513976,-0.000271308,-0.000130349,-6.15e-05,-4.6e-05,-0.019729645,0.038050329,-0.076332445,0.083119859,-0.003054922,-0.015791141,25.03377196,16.78263131,18.73048535,18.55800955,18.79387167,17.64696127,45.9151408,1.0
143.5546875,0.3397737,0.27739233,0.41694,0.35696933,0.23986955,0.33906275,0.2980194,0.4571705,0.24090141,0.23748986,0.27104777,0.2503027,0.18226469,2866.953951,2877.374675,6475.473522,0.121119169,-58.51412,67.60166,7.773687,12.14142,-1.3505243,8.119533,-3.2730675,2.345717,-2.103171,8.329633,2.8686252,5.96051,1.4807863,1.6243286,-3.4392555,-1.4514091,-1.1514877,4.9820323,0.9913289,5.2788477,0.000463452,0.000663053,0.000916442,-0.001573322,0.000154039,0.000626675,-0.000560919,-0.000383168,0.000333136,0.00044417,4.61e-05,-0.000269588,-0.000531321,-0.000357908,-0.000368675,-0.000414012,-0.000369443,-8.03e-05,0.000273597,0.00035201,0.00286864,0.080824101,0.017564416,-0.042155013,0.014271941,0.003990206,16.54502594,14.90006452,19.84498755,18.44647288,19.13796889,17.78401661,47.76916375,1.0
184.5703125,0.40875086,0.44150987,0.3385011,0.43129873,0.3139696,0.43310323,0.38722053,0.34455308,0.43316895,0.37990016,0.39451107,0.31031793,0.20024943,3099.940206,2892.635799,6579.299927,0.138633586,-47.485645,59.83179,7.573693,22.183952,3.2279024,7.431891,1.8485442,4.403994,-0.018386794,6.0728703,4.2067585,4.398285,0.8667633,0.9111767,-5.033986,-0.9429058,-5.67759,0.45915768,-1.9690403,3.5398552,-0.004605687,-0.001424211,0.001582316,0.000541474,0.001000624,0.000434432,0.000263167,0.000184891,0.000169706,6.21e-05,0.000128866,7.71e-05,0.000214076,0.000499124,0.000206954,0.000255105,0.000346776,0.000111607,-5.67e-05,-0.000182932,-0.085951899,-0.02265508,-0.064199112,-0.000712969,0.001255096,0.009199134,17.72323053,14.97035338,18.48792001,17.48621443,18.17573466,18.23835729,47.469881,1.0
143.5546875,0.27122262,0.36474296,0.50967246,0.3433815,0.33618617,0.3545432,0.5145607,0.6882437,0.44328487,0.28080556,0.26215196,0.2781714,0.22816144,2307.290968,2735.142892,5417.397091,0.084068638,-87.59869,88.735374,25.899416,19.660444,9.509631,10.4244175,5.278949,7.5153365,0.56814384,6.8737288,2.958572,5.479777,-0.7069807,0.7223674,-1.15318,0.3825726,-2.9305136,4.4855433,-4.457158,-0.7182962,-0.002329324,-0.002573186,-0.001190242,-0.000376374,-0.000293021,-0.000328864,-0.000236428,-0.000191926,-0.000195688,-9.29e-05,7.38e-05,0.000162598,0.00017619,0.000177949,0.000156012,9.13e-05,1.72e-05,-2.61e-05,-2.29e-05,5.01e-08,0.032900276,0.059981963,0.057721574,-0.039187327,-0.002425251,-0.01347284,17.67918431,16.83288611,19.27560639,18.60213764,18.08505799,17.25798505,47.79997444,1.0
112.3471467,0.536802,0.36672541,0.43582398,0.44493166,0.28902677,0.2947791,0.27871212,0.43601766,0.37837484,0.37439156,0.44236755,0.38480175,0.178945,3069.891806,2971.566449,6853.656276,0.130500622,-71.4218,67.62659,11.832189,9.140611,1.9493145,2.092301,0.39460927,2.0376842,-8.867236,2.2675123,-5.5744615,1.6076332,-3.7905467,1.6990552,-0.06654354,1.7249943,-1.6095308,1.490985,-1.5640492,1.2014682,-4.06e-09,1.02e-09,2.79e-09,-2.03e-09,1.02e-09,-3.81e-10,4.44e-10,-1.27e-09,8.89e-10,-7.62e-10,-1.08e-09,6.35e-10,-5.08e-10,-3.81e-10,0.0,4.44e-10,1.84e-09,1.4e-09,1.14e-09,-8.89e-10,-0.028163836,0.064128947,0.008274038,0.060103983,-0.003347819,-0.008141232,18.68320936,15.53185091,17.4341819,16.75459574,17.16843031,16.89131381,47.16445003,1.0
172.265625,0.5278062,0.40272918,0.5196856,0.3862343,0.30644304,0.35799974,0.28518307,0.346926,0.3141546,0.34559008,0.41124058,0.3952812,0.20240699,3061.344217,3000.472738,6820.400166,0.128838949,-56.13773,62.488274,22.787725,17.5919,-5.054643,13.613549,6.1206293,8.487232,-2.9494605,4.1800537,5.0510473,8.540836,2.9913297,7.4825788,-2.8348303,4.063692,-3.6562972,1.2806047,-2.9933414,-1.4236706,-2.79e-09,-1.74e-09,3.48e-10,-6.97e-10,-2.09e-09,-1.48e-09,2.44e-09,-3.48e-10,-8.71e-11,0.0,-3.05e-10,-3.48e-10,-9.15e-10,-8.28e-10,-7.4e-10,2.61e-10,-6.97e-10,-1.13e-09,1.31e-09,-2.61e-10,-0.030725724,0.078277824,0.024068311,-0.041305757,0.013254578,-0.009807494,17.38995179,14.40681425,18.61420216,18.50726524,17.15402433,16.95110917,49.01192089,1.0
143.5546875,0.47104487,0.44426277,0.37069073,0.37822962,0.38282484,0.46017775,0.34288037,0.32512203,0.35096502,0.383087,0.5768989,0.47195703,0.1862999,2783.592237,2568.450314,5580.434606,0.145495602,-28.216959,68.27386,-14.709928,26.953314,-2.4426641,17.36235,6.2032585,4.4585214,3.4071598,-1.3171508,-3.86013,4.36234,-4.869881,3.958813,-3.2881444,1.3282923,-5.270252,0.75753266,-7.4782243,-1.1341535,-0.002937897,-0.001167808,0.001656923,-0.0006214,-0.002298752,-0.000950169,-0.000693186,-0.001211835,-0.00048251,-0.000600384,-0.001469297,-0.000679291,3.97e-05,-0.000963727,-0.001402264,-0.000718067,-0.000455357,-0.000232941,1.54e-06,-0.000718779,-0.040736518,0.02723316,-0.019425809,-0.014451972,0.008285322,-0.014357852,19.66765891,14.58876594,18.11604681,17.30752121,16.4889659,17.74226789,49.76603476,1.0
129.1992188,0.35067356,0.2988955,0.4573823,0.43227527,0.311377,0.3913725,0.306056,0.37010023,0.29496226,0.30891734,0.2752623,0.27525672,0.24243335,2936.431434,2884.453274,6397.654994,0.122306799,-38.826317,67.211,8.158183,17.572372,2.6904175,10.08147,-1.8630624,-0.1706252,0.67082155,6.431452,3.2297246,5.353737,-0.41665462,2.1958747,-3.8665729,2.003758,-6.7858577,2.73731,-1.853414,-0.414031,0.002407922,0.002314521,0.001701609,0.000688711,0.000607364,0.000359815,0.000356767,0.000445501,0.000912071,0.000699,-0.000203164,0.000239126,0.000893548,0.000125092,0.000414364,0.000541893,0.000167022,0.000360325,-0.000243072,2.97e-05,-0.02485921,0.083578986,0.039449286,-0.007370566,0.001897827,0.006906622,18.06871277,15.01466646,19.17133544,17.18243147,17.65350848,17.35182953,47.40732284,1.0
103.359375,0.38881108,0.45515698,0.3529358,0.46829513,0.36415473,0.4637086,0.42125198,0.36446813,0.48232326,0.34620532,0.3287257,0.29747143,0.26120546,2707.509713,2820.461204,6123.267914,0.115990654,-36.45838,79.407524,8.994693,13.344954,-2.5397186,8.4008255,-0.84497285,8.213536,-6.245964,6.191268,1.2664604,6.869665,-3.0894358,5.391147,-6.8673944,5.38296,-4.8206615,8.761087,0.56159365,5.8288054,0.010664804,0.00818749,0.001861755,-0.000280051,-0.002292462,0.000678978,-0.000188291,-0.000796635,-0.001247984,-0.00188053,7.87e-05,-0.00121641,-0.001518813,-0.000841573,-0.000798227,-0.000175399,3.85e-05,-0.000308906,0.000938791,0.001260378,-0.038842285,-0.018330092,0.008434497,0.033171539,-0.000546737,0.002569864,18.0645676,13.24532638,17.41722319,18.54837345,19.44257822,18.07682902,59.98399114,1.0
172.265625,0.39324057,0.35617158,0.28239593,0.32195327,0.3410577,0.46516538,0.45638913,0.44154295,0.4493597,0.34321386,0.31423172,0.29383928,0.18113096,2703.957993,2681.648023,5740.609669,0.126809269,-66.40495,75.61935,-2.9998353,16.484493,3.9703882,9.21295,-0.7656457,-1.3461076,1.3856691,9.148699,2.316214,1.3555242,-2.6747503,0.11930223,-2.5647323,0.15690078,-5.0105186,4.5926857,0.456264,1.3304538,0.002732865,0.002143218,-2.83e-06,-0.000639311,-0.000911626,-0.001016507,-0.001547274,-0.001291581,-0.000265342,6.6e-05,1.2e-05,-0.000519283,-0.000942554,-0.00088121,-0.000880223,-0.00085909,-0.000668221,-3.93e-05,0.000374945,1.05e-06,-0.033291224,0.056614049,-0.02608129,-0.024823178,-0.015236001,-0.003685033,17.6205804,15.23199714,18.19483277,18.10053792,18.7210486,17.91015331,47.6335941,1.0
112.3471467,0.5211989,0.35458896,0.3523208,0.35135165,0.44631124,0.36940575,0.35878855,0.39302397,0.4025903,0.5098256,0.39983293,0.49089515,0.2432617,2536.138647,2846.268816,6032.210855,0.093474947,-50.71693,83.845955,15.580541,15.401346,10.841618,11.85299,0.10238251,8.137726,-5.315393,3.3016782,2.2421298,2.320393,0.96332276,1.6063273,-3.835483,1.8839225,-3.7393389,0.3639281,-4.2106414,0.022562802,0.000843903,0.001299608,0.00102241,0.000806188,0.000633773,0.000405886,0.00022942,0.000171996,3.92e-05,-2.51e-05,4.37e-05,-2.63e-05,0.0001,0.000222916,0.000228172,0.000330854,0.000365581,0.000244916,0.000369093,0.000231945,0.04384034,0.02816416,-0.012802984,0.057548466,0.005212721,0.006306612,18.85035896,14.80590764,17.58932927,16.97593983,17.05957741,16.570813,46.91551522,1.0
117.4538352,0.352344,0.3136779,0.45487234,0.352932,0.42572385,0.4921002,0.34187502,0.36277068,0.37995905,0.49571,0.3594572,0.33960664,0.25547883,3010.922664,2784.537176,6325.305325,0.14265177,-40.264942,60.645027,3.0807447,18.443598,6.275663,8.733918,0.88280123,4.0800953,-2.120288,6.284125,0.2856217,4.009353,4.2274446,3.553113,-4.048034,5.217908,-1.720304,7.926738,4.354143,7.7524652,3.45e-09,0.0,-5.93e-10,1.29e-09,0.0,2.16e-10,-6.47e-10,1.19e-09,0.0,2.35e-09,-9.71e-10,-9.17e-10,2.05e-09,-1.4e-09,7.55e-10,8.63e-10,-1.08e-10,6.47e-10,-1.51e-09,-4.32e-10,0.04687563,0.061587358,-0.016369639,0.000557568,-0.013183391,-0.000276036,18.48561661,15.31131398,17.79235269,17.67837089,18.95749637,18.71328602,47.94777392,1.0
99.38401442,0.3750362,0.39455187,0.30380654,0.3166703,0.4038817,0.38060948,0.48031503,0.39808196,0.45722094,0.48017544,0.37036365,0.38740623,0.15197694,2990.370686,2796.923819,6429.190474,0.134395793,-85.10167,66.58348,8.76458,20.011726,0.53736013,7.94106,-6.8558335,11.315704,-5.1933093,12.767179,-2.5372396,4.9108677,-4.5264087,3.5511222,-4.280473,8.858281,-1.1823753,9.659091,-1.4962445,5.276329,0.014904478,0.006481492,-0.006702403,-0.003100933,-0.00338196,-0.002213514,0.00082643,0.001855995,0.000178743,0.000776722,-0.000616345,-0.00046075,-0.000291026,-0.00035316,0.000111193,0.000257559,0.000821724,-0.000128451,0.001171488,-0.000387015,0.019073392,-0.058914224,-0.008752549,-0.021639977,0.000709115,0.016708128,17.63319875,13.92654592,17.14196947,17.33542023,17.33824452,17.08136391,59.93109859,1.0
123.046875,0.5058137,0.3890887,0.47098455,0.49593148,0.46006736,0.5061496,0.4540365,0.53240895,0.4628381,0.4283346,0.48235285,0.43990493,0.20781627,2603.414206,2820.734084,5960.293756,0.093027081,-67.51223,78.00901,14.849368,23.865208,12.169737,13.043052,6.36413,9.338667,-4.7592864,7.235013,-0.29723966,5.801773,2.1616328,-1.3048095,0.21852675,5.5846996,-5.72224,4.5184035,-3.4781811,-2.04204,0.009871047,0.00450391,-0.00241545,-0.001747627,-0.003492916,8.32e-05,0.002316552,-0.001415256,-0.001304826,0.000582457,0.00062001,0.00027229,-0.001185756,-0.002867869,-0.000683893,0.000227901,-2.79e-05,-0.000776114,-0.0011599,0.000264742,-0.040283407,0.076763477,0.009951177,0.013003587,-0.00583648,-0.000177512,21.49835447,14.64486315,16.93166346,16.56829827,16.6598195,17.08683701,47.33074163,1.0
99.38401442,0.47820258,0.44742885,0.46598056,0.32846528,0.33968163,0.32881472,0.46298027,0.3913367,0.35933477,0.41253203,0.38998926,0.4948842,0.20997027,3223.969978,3061.994785,7188.362284,0.141858355,-46.83251,55.732048,15.911298,17.385874,3.1751487,9.230825,10.264542,5.065957,-3.1854053,1.7952205,5.982457,4.811202,-3.145837,6.1332297,0.7294545,7.2669334,-4.2152357,2.5891325,-3.3822515,0.010133029,-0.0296457,-0.002858635,-0.000678871,-0.002731647,-0.000491625,-0.000676797,0.000271887,0.00124005,0.001045417,-9.1e-05,0.000189358,-0.000255243,0.000111291,-0.000332974,0.000512689,0.000465567,0.001175574,0.00154046,0.000743727,0.000102813,0.061761796,-0.03366208,0.010051301,-0.003954343,-0.008124696,0.020184989,19.08596488,14.05352585,17.63959522,18.27499583,17.66963373,16.66891019,47.17148954,1.0
143.5546875,0.46174544,0.31017283,0.3474854,0.35744995,0.26716,0.38877097,0.32949892,0.40563542,0.25995377,0.22120968,0.25640953,0.28720558,0.23141634,2797.164961,2974.401737,6528.348149,0.137679908,-41.871685,92.04746,-5.050507,-4.906325,7.9656553,-2.1783667,2.834919,-9.954797,4.7865853,-1.4664879,-2.9570937,-0.78344315,-6.1622157,-2.0296059,-7.128698,-8.311174,-1.1852785,-6.632861,3.2490222,-0.03431073,0.001009686,-0.000640223,0.000811643,0.000111729,-0.000376949,0.000528631,0.001592263,0.000313314,0.000195838,4.82e-06,-0.000792687,-0.000124332,-0.000164982,-0.000417226,-0.000174956,0.000232656,-8.45e-06,-0.000495887,-0.000586364,-0.00074345,-0.02324883,0.094400854,0.005414235,0.050778115,-0.009214436,0.009419206,16.23554135,15.15984765,18.73720997,18.17125848,19.6839696,19.68503925,48.95564113,1.0
129.1992188,0.2870184,0.29946664,0.49230006,0.35404837,0.5030723,0.4950422,0.32505453,0.34933698,0.31325743,0.40221873,0.29323182,0.26488912,0.20708007,2552.135249,2629.100752,5477.222372,0.104736995,-71.97812,76.76146,-1.6238942,18.808382,4.7403584,6.5500703,-2.16287,1.6179016,-5.078945,3.7724483,-1.2040764,3.9408586,-1.8733143,0.40704465,-1.4387854,2.9265409,-2.608601,6.5174527,4.244588,7.062023,-7.2e-06,-1.91e-05,-1.75e-05,-7.59e-07,-8.99e-06,-1.8e-05,9.41e-06,1.97e-05,-8.26e-06,5.03e-09,3.78e-05,2.08e-05,-1.21e-05,1.8e-05,4.12e-05,-2.03e-06,-1.85e-05,2.19e-05,1.67e-05,-2.98e-05,0.018558788,0.045942743,-0.043027522,-0.028497911,-0.00418842,-0.004475952,19.57628106,16.35136988,18.64734752,17.6361204,18.72748711,17.90679599,47.76958768,1.0
92.28515625,0.39250603,0.46576583,0.40589106,0.31193432,0.3366545,0.342141,0.4684333,0.35023525,0.34298286,0.37254348,0.36780325,0.52275157,0.20457633,2720.773981,2687.753014,5871.165744,0.125715683,-38.266087,73.926094,-4.3308945,11.146537,0.03021469,6.41512,-1.7392436,3.0719876,-0.34387723,3.390013,-2.3903646,2.6802158,-2.2221992,0.22506088,-1.8047501,1.8616506,-6.3042235,0.6740017,-4.5185704,0.43393368,-0.003335507,-0.004026025,-0.002479445,-0.001119207,-0.00052144,-0.000459493,-0.000421208,-0.000214751,-7.93e-06,3.27e-05,-4.02e-05,-5.89e-05,6.71e-05,0.000286249,0.000467565,0.000511664,0.000440143,0.000377097,0.000407035,0.000462498,0.040818777,-0.063535487,-0.027870334,-0.044757772,-0.002144803,0.007044531,18.09339119,14.39106475,17.42896104,17.0579065,17.61524811,16.98479305,46.58860356,1.0
151.9990809,0.27394062,0.38332486,0.25820705,0.28658244,0.40312234,0.41215765,0.6567129,0.42568097,0.40871102,0.41739514,0.3309672,0.26405448,0.1824658,2535.2295,2756.907117,5809.799751,0.088750052,-94.06718,77.13548,10.73714,19.768692,12.198894,8.220336,2.4639258,4.2813325,-0.7359018,5.734153,1.3868698,2.461966,-0.90659356,3.542711,-1.2473191,3.8035984,2.9172359,12.572362,4.3783236,6.4945908,-0.005282712,-0.002574121,0.001227636,0.001153049,-3.05e-05,0.001162322,0.001466239,0.000358768,-0.000772171,0.000889388,-0.000569847,0.000574674,0.002022761,0.000841245,0.000119382,0.000122757,-0.000388808,-0.001173979,-0.000681319,-0.000511744,0.008061396,-0.123173712,-0.016877578,-0.089832458,0.028055651,0.034909461,20.68405989,15.15121854,19.23299559,19.32166684,19.00765258,17.92929108,47.75595856,1.0
143.5546875,0.28876343,0.27589247,0.4349424,0.38918352,0.29821676,0.3395682,0.31742388,0.43441817,0.31969416,0.40182358,0.34098908,0.24511722,0.22816558,2711.080304,2968.101939,6318.037197,0.089126038,-86.02888,72.95842,26.28499,23.263233,16.777258,12.023589,7.540076,5.47043,3.2727642,3.875648,-1.5019594,3.3978922,-1.5272064,1.7919571,0.04837293,2.2585104,2.1723087,7.2719336,-0.21316773,1.6403856,0.004211717,0.000525367,-0.001288038,0.001095698,-0.002048876,-0.000775012,0.000634487,-0.0010853,-0.000747736,-0.000422491,-0.000101699,-0.000448763,-0.000330356,-0.000117717,-0.000500825,-0.000313786,0.000436211,0.001110172,0.000310289,-0.000244303,0.062612066,0.198472686,0.096371501,-0.105410961,0.003967833,-0.002459241,21.3898031,17.75101671,21.24427619,19.86257337,19.2412047,18.44117154,47.11091409,1.0
129.1992188,0.41888687,0.35626075,0.4416077,0.372442,0.38913414,0.3932351,0.34987965,0.39348942,0.38481808,0.43147886,0.4018946,0.39790997,0.22621614,2731.944746,2815.861525,6077.939449,0.111105475,-61.037395,75.57047,6.89416,13.958449,7.7481356,6.46132,1.3669634,3.8228154,-2.1371162,3.9458876,-1.8813279,3.603425,-1.1172162,2.0399961,-1.2334598,2.4049337,-2.4928572,3.8647995,-0.4470144,4.044101,3.42e-06,-3.9e-06,1.57e-06,1.09e-06,-2.9e-06,3.26e-06,-2.35e-06,9.82e-07,-2.27e-08,-1.02e-07,-3.66e-07,7.34e-07,-3.59e-07,-8.89e-07,2.48e-06,-3.51e-06,3.26e-06,-1.6e-06,-8.5e-07,3.03e-06,0.023891736,0.034762285,-0.002953348,-0.012060599,-0.006996087,-0.007996994,19.22990714,15.44777999,17.96496444,17.47784084,18.15213233,17.44728851,47.18459735,1.0
129.1992188,0.4326895,0.3222839,0.4627783,0.41743076,0.30241767,0.3323624,0.2895421,0.4559713,0.36473617,0.35169405,0.36404407,0.29689637,0.20180178,2773.877655,2777.76574,6108.548246,0.126281864,-43.814274,75.39936,-4.09633,11.256277,3.407892,0.32403147,-3.5284913,5.8270674,-0.91387796,6.425807,2.0795052,4.858195,-1.6505016,1.8675274,-1.0683671,2.4893517,-3.0698562,3.2403114,-1.9247257,0.5897309,0.005385856,0.004069077,-0.001591396,-0.001204065,-0.002785241,-0.004014463,-2.05e-05,-6.95e-05,0.000669044,0.001910033,0.000497342,-0.001033066,-0.001596587,-0.000105579,0.000733569,-0.000247857,0.000546131,0.000423356,-0.001191874,-0.000977003,-0.025648697,0.036057976,0.006745642,0.007772037,-0.000655004,0.009720541,17.06781853,14.38920507,18.74490544,17.31878116,17.95509825,16.91553678,47.02863868,1.0
92.28515625,0.42188182,0.40442044,0.24928829,0.29925647,0.22815989,0.33449867,0.24353264,0.28376147,0.34034893,0.3272816,0.4688552,0.32072484,0.20114468,2446.3788,2609.734885,5376.818645,0.101215726,-52.90969,84.06968,2.2291083,16.94244,-3.0087247,2.858466,-5.2992377,2.4815254,-4.580702,3.8679953,2.3259404,4.943525,0.93966967,6.3514867,-0.21757215,1.9658886,-3.544095,1.398559,-3.725534,-0.7388375,-1.21e-08,-2.01e-09,-1.89e-09,-3.02e-09,3.78e-10,0.0,7.55e-10,2.52e-10,-6.3e-10,1.01e-09,-1.13e-09,-4.41e-10,-1.89e-09,1.26e-10,-5.04e-10,-8.18e-10,-8.18e-10,1.26e-09,0.0,-8.18e-10,-0.099396711,0.019404611,-0.039202494,-0.022077569,0.009677091,0.001094135,16.27768423,15.09154332,18.80447417,17.38280166,17.25738332,16.52569001,47.25973557,1.0
161.4990234,0.35041228,0.40364012,0.40095907,0.2953886,0.34279218,0.30823627,0.3855738,0.29477945,0.27565297,0.32071477,0.33737364,0.49071452,0.20792612,2454.796018,2614.129433,5514.260024,0.10002751,-46.78397,87.13923,1.1328373,13.494384,-0.3407385,11.550305,-3.6391127,10.003838,-4.9847374,3.7861407,2.618551,7.230253,1.2613502,6.24358,0.99692017,2.509977,-5.401742,1.311238,-0.52931875,1.78222,-0.022507686,-0.006406813,-0.001181431,-0.00427392,-0.003704989,-0.002483049,-0.002105015,-0.002448783,-0.001949219,-0.00160227,0.000557914,-0.000712565,-0.001496377,-0.001023394,-0.000129393,-0.001781293,-0.001502578,0.000583468,-0.001063357,-0.002128329,0.046456317,-0.055271551,0.021049604,-0.038148082,-0.003414937,-0.000135276,17.74046327,14.03450407,17.93033832,18.27151805,18.20345753,16.71103161,48.9323999,1.0
103.359375,0.37314466,0.46214443,0.38192934,0.47754714,0.3802359,0.500663,0.44859046,0.3405192,0.36900154,0.3448482,0.42393935,0.356471,0.19948055,3025.507582,2726.035559,6275.573749,0.148837615,-37.80953,62.469128,2.3313015,23.062483,-5.574378,11.923616,-7.7806435,6.2529545,-6.425179,2.033942,-0.92074543,1.960137,-3.1317177,-0.11936369,-4.7089615,1.2670351,-6.1273165,3.252322,-0.85175306,3.2386415,0.010943971,-0.000915102,0.001290072,-0.000183747,0.000366605,0.000385667,0.000157869,0.00055655,-0.000328593,0.000146938,-0.000605081,-6.45e-05,-0.000227997,0.000213183,-3.89e-05,0.000270409,-2.98e-05,-8.44e-05,-0.000231916,-0.000175282,-0.050047538,-0.008242883,-0.011560111,0.001566777,0.006401587,0.000476127,18.26011752,14.22445812,17.56165247,17.06596915,18.21922116,17.31807618,50.29291526,1.0
129.1992188,0.49988103,0.3448785,0.46406323,0.49407893,0.3575843,0.40516955,0.35216644,0.5159641,0.37172607,0.38507766,0.4445678,0.35445026,0.21172146,2727.94999,2520.662235,5615.36462,0.140305695,-20.205585,74.58571,-18.038092,17.552973,1.6344471,13.109437,-4.5021863,6.061438,-3.2694218,1.0450455,-2.9336665,2.6426857,-4.8726997,-3.0297682,-3.7526,0.26184312,-4.3028393,3.1566787,-1.6195638,0.21274664,0.005067572,0.000129569,-0.000702896,-0.000761879,-0.000689188,0.000615667,0.000336211,0.0003751,-0.00014,0.000418393,0.000276308,-0.000547346,-0.001018388,0.00049528,0.000931347,-0.000290851,0.001001126,-7.67e-05,-3.73e-05,0.000330446,-0.024598134,0.060771005,0.032534406,-0.007292035,0.006436793,0.00998664,15.9914294,13.68755689,17.01628877,16.84865464,17.66995906,17.41110808,49.42208566,1.0
99.38401442,0.27915803,0.37537935,0.46649644,0.34762192,0.49311534,0.43561208,0.3136817,0.35037065,0.40134445,0.5115133,0.47190312,0.3438716,0.13851094,2917.471866,2835.440809,6438.8268,0.127353739,-80.97817,65.41352,0.63319504,7.9989514,1.8645589,14.087363,-6.1377506,5.949188,0.4618246,4.466523,2.3028378,5.5186305,-4.586285,2.5343328,-0.34292832,1.5004978,-1.1768094,4.181791,-2.9258347,0.40277222,0.00124632,0.008849386,0.00435737,-0.002258696,-0.001314067,0.000572171,-0.001066228,0.002049861,0.00123435,-0.001009063,0.001008942,0.000722669,0.003687405,0.001755229,-0.001267843,-0.000358428,-0.001932674,0.001266161,4.38e-06,-0.000182434,0.038114156,-0.008945601,-2.86e-05,0.004542743,0.029007699,-0.017566696,17.61050171,14.57067722,18.91125977,18.33935925,19.24269674,17.24682734,48.4463498,1.0
151.9990809,0.43312788,0.3925202,0.50730735,0.3959896,0.3568648,0.38942403,0.362125,0.41799438,0.3491628,0.4292733,0.46291983,0.3862734,0.22643355,2298.452565,2636.483859,5314.302246,0.087693484,-55.090473,90.02769,9.978065,18.331137,5.883991,13.534473,-6.6989923,3.527059,-1.436092,4.4132204,2.3927429,6.075591,-0.11877546,3.6675773,-1.788613,0.33742657,-7.1182003,0.19902068,-3.5373561,-1.0999298,-0.000710699,-0.001325063,-0.001384906,-0.00079792,-0.000564689,-0.000660112,-0.000624573,-0.000620931,-0.000450549,-4.06e-05,0.000134278,4.31e-05,3.38e-05,0.000279532,0.000493254,0.000150352,-0.000372487,-0.000356079,-0.000124624,3.42e-05,0.00957748,0.053981535,0.041871535,-0.054383856,0.010069284,0.001301762,18.19312864,14.28085941,17.27910751,16.72786958,17.8274326,16.44103958,48.66865652,1.0
99.38401442,0.41967788,0.3898963,0.33637005,0.41312286,0.37902468,0.46668088,0.37826085,0.42399535,0.5137433,0.43907383,0.47294986,0.35101745,0.08315919,2831.092343,2861.614753,6308.11436,0.125721612,-129.92899,70.760475,11.429886,23.089752,6.5806723,8.711602,2.838889,9.733274,0.2755651,4.8594832,2.6716344,7.1392035,0.2384368,4.833184,0.11203534,2.0198674,-4.337198,2.1342847,-2.3058531,-0.19846508,-0.005056092,0.00151317,-0.000363471,-0.000723094,-0.000490645,-0.00043126,0.000359248,0.00066529,0.000926001,0.000235514,8.58e-05,4.53e-05,0.000362396,0.000544311,0.000439595,0.000162896,0.000364958,-0.000196456,-8.31e-06,0.00030499,-0.060668429,0.009341587,-0.023445475,-0.004922334,-0.004526204,-0.003080149,17.30081401,13.90916305,17.50924468,17.83086475,17.22132812,16.42726798,47.02297693,1.0
151.9990809,0.28016493,0.4365505,0.33958092,0.36872485,0.41602117,0.3347103,0.4542709,0.2792508,0.28765783,0.22455783,0.22396663,0.24673009,0.18241046,2943.62382,2706.809474,6163.000146,0.143642153,-40.581547,62.180847,-10.502902,15.046829,-0.59255576,13.446381,0.6585459,2.706623,-3.1236548,4.7341194,4.884823,5.6554685,-2.86002,-1.8758806,-1.9818953,0.30301926,-4.7169843,1.1513331,-1.5994585,5.3530564,0.020765468,0.011180827,0.001872133,0.001912359,0.000621018,-0.001185798,-0.001658972,-0.0013881,-0.002339246,-0.002094118,-0.000258594,0.000162818,-0.002203271,-0.001931453,-0.000353766,-0.001164859,-0.001475958,0.000419356,-0.000362345,-0.000570981,-0.002389672,-0.102372052,-0.012531404,-0.030997392,0.006845796,0.004396584,17.66334077,13.62044954,17.40797025,19.00296157,18.27956152,17.99641892,49.63724553,1.0
